loss_classifier,loss_box_reg,loss_objectness,loss_rpn_box_reg
0.2625478506088257,0.4535978138446808,0.0005873184418305755,0.0029457109048962593
0.28945115208625793,0.03236007317900658,0.020050857216119766,0.004592137411236763
0.3523969352245331,0.6535163521766663,0.006183803081512451,0.006275265011936426
0.17996513843536377,0.38607093691825867,0.0019999570213258266,0.003260368714109063
0.38464856147766113,0.4910368025302887,0.0005901126423850656,0.0015639798948541284
0.2662332355976105,0.37943702936172485,0.014539193361997604,0.005717865191400051
0.976470410823822,1.173288345336914,0.02668970450758934,0.004972916096448898
0.4292205274105072,0.6403680443763733,0.0014063839334994555,0.0020517841912806034
0.1611488312482834,0.2741747498512268,0.003010811749845743,0.0036111725494265556
0.4610460102558136,0.4181140661239624,0.003888582345098257,0.0012567359954118729
0.2337665557861328,0.3040386438369751,0.0033007627353072166,0.002123813843354583
0.16383062303066254,0.2615465521812439,0.0008322197245433927,0.0038579311221837997
0.37503430247306824,0.4226346015930176,0.05995417386293411,0.009166078642010689
0.3921952247619629,0.5210790038108826,0.0018856783863157034,0.001320782583206892
0.1897559016942978,0.36716413497924805,0.014937630854547024,0.0016905992524698377
0.24626046419143677,0.6011682748794556,0.0001820810721255839,0.0016010453691706061
0.17044487595558167,0.4287618398666382,0.0006414727540686727,0.0016752947121858597
0.9811911582946777,0.5786635279655457,0.0027208079118281603,0.001273724134080112
0.8430269956588745,1.756911039352417,0.003244006773456931,0.004653941374272108
0.32491394877433777,0.5575318932533264,0.04044666513800621,0.018727270886301994
0.5446289777755737,0.43659508228302,0.05625556409358978,0.018980959430336952
0.46194472908973694,0.23535767197608948,0.07328090816736221,0.024813391268253326
0.22298549115657806,0.5000684261322021,0.03821221739053726,0.006793835666030645
0.1902596652507782,0.30600282549858093,0.003144316840916872,0.001373153179883957
0.1415509283542633,0.7478269934654236,0.002700790064409375,0.0007510462310165167
1.1084622144699097,0.4945048987865448,0.01974792219698429,0.0023639954160898924
0.2201356142759323,0.5730620622634888,0.0017198852729052305,0.003704898292198777
0.40452146530151367,0.454621285200119,0.034281257539987564,0.014642120338976383
0.3764055073261261,0.780091404914856,0.00037624710239470005,0.00021239918714854866
0.20369021594524384,0.42718306183815,0.0019251387566328049,0.0030892007052898407
0.24227647483348846,0.3977462947368622,0.02722429484128952,0.009166323579847813
0.35696861147880554,0.45382145047187805,0.005421350710093975,0.004181980155408382
0.29482966661453247,0.31399422883987427,0.002556172665208578,0.004018143750727177
2.8856709003448486,1.412408709526062,0.0008908570162020624,0.00040622198139317334
0.2135050892829895,0.5508704781532288,0.0013074117014184594,0.0014196872944012284
0.5952883958816528,1.1459330320358276,0.004259109031409025,0.0019819564186036587
0.16204895079135895,0.17185963690280914,0.01171671412885189,0.001129164476878941
0.31974145770072937,0.7535191178321838,0.01346568763256073,0.00183058378752321
0.27412188053131104,0.1529117226600647,0.001893484266474843,0.0004916090401820838
0.5514433979988098,0.6118305921554565,0.026955142617225647,0.010857396759092808
0.36840516328811646,0.36335137486457825,0.001484480919316411,0.0032315414864569902
0.3127633035182953,0.611736536026001,0.02299117110669613,0.018440667539834976
0.32476046681404114,0.38673272728919983,0.0029262988828122616,0.016193199902772903
0.2924996614456177,0.18879550695419312,0.036709122359752655,0.015251988545060158
0.07756263762712479,0.10092764347791672,0.00287763774394989,0.0028645272832363844
0.9703983664512634,1.2003272771835327,0.00212028156965971,0.004949556663632393
0.2909140884876251,0.33058813214302063,0.017666969448328018,0.016613144427537918
0.6180065274238586,0.3817048966884613,0.0005468335002660751,0.0009008274646475911
0.27657005190849304,0.28906092047691345,0.021504463627934456,0.016870705410838127
0.3606889545917511,0.5205137133598328,0.0036832501646131277,0.007356624118983746
0.3219006061553955,0.5318685173988342,0.0042464639991521835,0.007559641730040312
0.44962623715400696,0.6261357069015503,0.011618271470069885,0.011755185201764107
0.06570471823215485,0.1534794121980667,0.05414442718029022,0.009960778057575226
0.2132900208234787,0.6940943002700806,0.0011627726489678025,0.0019409357337281108
0.24453435838222504,0.36296147108078003,0.006481848657131195,0.0023462458048015833
0.5411474704742432,0.5744981169700623,0.05284571647644043,0.010781634598970413
0.6009310483932495,0.7949285507202148,0.005179387982934713,0.0041323150508105755
0.6373212933540344,0.528389573097229,0.028013119474053383,0.00800701417028904
0.8855755925178528,0.5233194231987,0.009138604626059532,0.005037902854382992
0.14366477727890015,0.30664825439453125,0.00033825216814875603,0.0019946584943681955
0.38720306754112244,0.6389718055725098,0.03020506724715233,0.013429355807602406
0.6942392587661743,0.41163989901542664,0.000495225191116333,0.0018223966471850872
1.1535978317260742,0.9001510739326477,0.10577449202537537,0.013790663331747055
